0.9761111111111112, 0.9385, 1.0
0.9694444444444444, 0.905, 1.0
0.9688888888888889, 0.903, 1.0
0.9755555555555555, 0.9135, 1.0
0.975, 0.905, 1.0
0.985, 0.9365, 1.0
0.9838888888888889, 0.9175, 1.0
0.9722222222222222, 0.889, 1.0
0.9688888888888889, 0.9005, 1.0
0.9688888888888889, 0.9055, 1.0
0.9822222222222222, 0.9525, 1.0
0.9866666666666667, 0.964, 1.0
0.9716666666666667, 0.8965, 1.0
0.9722222222222222, 0.9175, 1.0
0.9672222222222222, 0.8905, 1.0
0.9677777777777777, 0.9015, 1.0
0.9738888888888889, 0.8995, 1.0
0.9827777777777778, 0.923, 1.0
0.9877777777777778, 0.95, 1.0
0.965, 0.89, 1.0
